客户ID,客服ID,消息内容,发送方,发送时间,对话ID,session_abs,session_tag
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,我月租不是19吗？怎么变成29了,1,2023/12/2 9:52,619,,
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,[旺柴],1,2023/12/2 10:10,619,,
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,您好，查看到您有办理个会员权益10元哦,0,2023/12/2 10:17,619,,
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,不是已经到期了吗,1,2023/12/2 10:17,619,,
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,您好，到期时间是失效：2024-01-31哦,0,2023/12/2 10:22,619,,
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,好的,1,2023/12/2 10:22,619,,
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,谢谢,1,2023/12/2 10:22,619,,
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,您好，您号码现在还有一个赠送流量的专属活动，即开通我们的话费自动缴费服务，可赠送36个G通用流量（每个月赠送3个G，连续送12个月），还能享受话费充值9.95折扣，并且没有任何合约限制，点击下方活动链接进入申请即可领取赠送流量了哦https://waphn.189.cn/nself/webapi/withholdH5/index?channel=qiyewxxly,0,2023/12/2 10:29,619,,
wmFS0DDgAApQmtvV3k_76p2iwuZU65ow,17308401160,您可以设置余额低于5元自动充值20?? ，大家都是设置这种，，设置好之后可到账3G全国高速流量，一年增加36G通用流量 ，开通免费！！??,0,2023/12/2 10:29,619,用户询问网络卡顿的原因和月租费用,故障
wmFS0DDgAA2ZDRveMmwKoltJn3h0lIoA,17308401160,"""【活跃提醒】【温馨提醒】亲亲，请及时使用您的互联网卡，湖南电信企微客服为您提供查询服务及专属福利：

1、关注湖南电信微信公众号查询当月话费、套餐消费情况；
2、登录互联网卡专区（ https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ）签到可得话费流量；
3、回复“11”至湖南电信微信公众号进行实名验证复机。

如有其他问题，欢迎来咨询我哦！""",0,2023/11/26 17:39,620,,
wmFS0DDgAAiAfMQY1SmFvCcoPDF3eLSA,17308401160,【活跃提醒】【流量使用提醒】亲亲，您的数据流量剩余较多，建议尽快使用。戳进专区 https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ，领更多福利！,0,2023/12/4 8:32,621,,
wmFS0DDgAA3Pt-1Y_wTfPXKuBkN_lbkA,17308401160,"【停机首次提醒】公主/王子，请充值。??

您的号码已欠费超过七天，是否遇到了什么问题呢

天气转凉，也要记得添衣保暖哦。

充值点击??http://t.hn.189.cn/lt5?? 

（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/11/13 11:50,622,,
wmFS0DDgAA3Pt-1Y_wTfPXKuBkN_lbkA,17308401160,"【停机二次提醒】公主/王子，请充值。??

您的号码已欠费超过七天，是否遇到了什么问题呢

天气转凉，记得添衣保暖。

有问题随时找我，我都在。

充值点击??http://t.hn.189.cn/lt5?? 

（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/11/14 11:01,622,,
wmFS0DDgAA3Pt-1Y_wTfPXKuBkN_lbkA,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/37cd73d8-5ae0-4516-98a9-969c2acb5e27_1699978739613.jpg,1,2023/11/15 0:18,622,,
wmFS0DDgAA3Pt-1Y_wTfPXKuBkN_lbkA,17308401160,冲50送五十没到账怎么办,1,2023/11/15 0:19,622,,
wmFS0DDgAA3Pt-1Y_wTfPXKuBkN_lbkA,17308401160,【客服休息时间到啦】抱歉亲亲，现在是人工客服的休息时间??????，可能无法及时解决您的问题，您可留言您的问题及号码信息，我们明天上班后会马上来为您解答嗒，谢谢亲亲的支持。????（人工工作时间：9:00-21:30）??,0,2023/11/15 0:19,622,,
wmFS0DDgAA3Pt-1Y_wTfPXKuBkN_lbkA,17308401160,[玫瑰],0,2023/11/15 9:38,622,用户反馈关于冲50送五十活动未到账的问题,投诉
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,客服电话多少,1,2023/9/30 10:11,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,客服电话多少,1,2023/9/30 10:11,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,亲亲，这边也是人工服务哦请问您是有遇到什么问题吗？客服可以帮助您哦,0,2023/9/30 10:15,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,改一下19元的套餐？,1,2023/9/30 10:19,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,亲亲，请提供下您的手机号码、机主姓名以及身份证号码后6位，客服这边帮您查询一下哦，谢谢！,0,2023/9/30 10:27,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,赵海，后075818,1,2023/9/30 10:28,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,亲亲，手机号码还没有提供哦,0,2023/9/30 10:29,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,19372018728,1,2023/9/30 10:29,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,亲亲，这边查询到您月租是29元，非常划算哦,0,2023/9/30 10:31,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,改下十九元套餐？,1,2023/9/30 10:31,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,您目前使用的这个套餐已经是我们的绝版套餐了，如果放弃不用的话之后就办不到这样优惠的大流量套餐了哦,0,2023/9/30 10:32,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,十九元套餐，流量多少啊？,1,2023/9/30 10:33,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,"您好，每月月末最后2天，线上不受理套餐变更申请，如需最后2日变更，建议到号码归属地的电信自营业厅咨询办理。
如仍在页面提交申请的，将默认同意顺延为次月申请，次月再开始处理，新套餐会在收到成功短信的次月生效。",0,2023/9/30 10:36,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,您好，如需套餐变更，你可湖南电信微信公众号：我的服务-服务大厅-查询办理-手机-套餐-套餐变更，或者在聊天页输入关键字唤出（关键字：套餐变更，换套餐），输入需要改套餐号码-系统校验-上传证件及填写联系电话地址等信息会有相关人员跟进处理。,0,2023/9/30 10:37,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,那帮我停机保号吧？,1,2023/9/30 10:41,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,您好，停机保号，复机办理可微信关注“湖南电信”，对话框发送关键字“远程柜台”进入（服务时间8:30-22:30），户主本人持身份证办理。??,0,2023/9/30 10:44,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,你们什么服务太麻烦了？,1,2023/9/30 10:45,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,抱歉哦，亲亲办理线上业务都是需要您自己办理的哦，后续有问题可以来咨询我们哦亲亲,0,2023/9/30 10:47,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,"1.停机保号5元/号/月
2.微信公众号“湖南电信”我的服务→服务大厅→查询办理→手机→开基础业务→停机保号
3.“远程柜台”服务流程（08:30-22:30）：微信公众号“湖南电信”→对话框输入“远程柜台”",0,2023/9/30 10:47,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,"【停机二次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！充值点击??http://t.hn.189.cn/lt5?? 
复机后可以联系客服领取神秘礼物，有任何问题也可发消息给我们，感谢您对电信业务的支持。
（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/10/28 13:09,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,"【停机三次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！充值点击??http://t.hn.189.cn/lt5?? 
复机后可以联系客服领取神秘礼物，有任何问题也可发消息给我们，感谢您对电信业务的支持。
（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/10/29 16:36,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,"【名下号卡欠费提醒】【抹除欠费机会来了！】亲亲，您名下有一张湖南电信号卡已经很久未使用了。告诉您一个好消息，关注到您是我们的优质用户，目前充值恢复使用的话：
1、免费赠送大额流量（240G/480G/720G）
2、欠费金额也可以抹除哦！！！（最高80元！）
3、话费充值9.95折优惠

快回复客服给您发送9.95折充值链接吧！！",0,2023/11/28 18:15,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,【名下号卡欠费最终提醒】【抹除欠费机会来了！】亲亲，您名下有一张湖南电信号卡已经很久未使用了。告诉您一个好消息，关注到您是我们的优质用户，目前充值恢复使用的话： 1、免费赠送大额流量（240G/480G/720G） 2、欠费金额也可以抹除哦！！！（最高80元！） 3、话费充值9.95折优惠 快回复客服给您发送9.95折充值链接吧！！,0,2023/11/29 19:00,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,9.95,1,2023/11/29 19:03,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,"{""desc"":""话费充值/缴费\n充值卡充值"",""imageUrl"":""https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/1697894459464_1697894459464.png"",""linkUrl"":""https://wx.hn.189.cn/swhd/hn_personCodeView_api/jumpBalcn/1688841867690573826/f95fac11b343481dbe8a40b4cdcd09f8/share"",""title"":""话费充值""}",0,2023/11/29 19:27,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,亲亲，可以点击链接充值哦,0,2023/11/29 19:27,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/1701257301434_1701257301434.png,0,2023/11/29 19:28,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,共赠送20G大流量，赠送流量均为通用流量！！！???? ?????? ?????? ??,0,2023/11/29 19:28,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,欠费金额可以抹除吗？,1,2023/11/29 19:34,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,可以的哦,0,2023/11/29 20:02,623,,
wmFS0DDgAAXYvtMklopJMlxjMMrGK_FA,17308401160,亲亲，这边已经帮您登记抹除了哦，需要您缴纳本月月租后会有10元话费包赠送给您，相当于抵扣您历史欠费哦,0,2023/11/29 20:03,623,用户希望改动19元的套餐，并咨询流量情况，最后询问是否可以抹掉欠费金额，体现出了用户对自身套餐的关心和需求，同时对服务表示出一定的不满。,投诉
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,"【APP会员限时每个月只要10元】 每个月都可以体验不同的会员！！！喜马拉雅会员？有！优酷视频会员？有！网易云音乐会员？有！bilibili大会员？有！爱奇艺会员？也有！！每月10元，就能拥有价值30元的影视月会员，腾讯视频、爱奇艺、优酷、B站、芒果TV等王牌会员权益每月任选一，这个月的会员不喜欢了，下个月还能再换哦！
马上办理，立即承包你的观剧听歌片单。快快回复我给您提供办理链接吧",0,2023/10/9 18:06,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,你好，我想问下，现在的流量下个月还有么,1,2023/10/20 15:05,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,您好，请提供下您的11位电话号码 身份证后六位和姓名，这边帮您查询一下哦，谢谢！,0,2023/10/20 15:05,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,17773189946 155504 付芹芹,1,2023/10/20 15:06,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,亲亲 这个月的流量是不会结转到下个月的哦,0,2023/10/20 15:07,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,我是说之前有送的流量,1,2023/10/20 15:08,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,下个月还会不会有,1,2023/10/20 15:08,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,不会转结我知道,1,2023/10/20 15:09,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,下个月还会有的哦亲亲,0,2023/10/20 15:09,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,全部都会有么,1,2023/10/20 15:10,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,亲亲您可以参加一下我们充50送120的活动哦 充值的50立即到账 赠送的120分12个月返还 每月返还10 返还的10可以用来抵扣每月月租 所以说您参加的话 您的月租就只要9元啦,0,2023/10/20 15:11,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,这个我知道  我在和你确定流量的事,1,2023/10/20 15:11,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,有1.7G是没有的哦亲亲 下个月就到期啦,0,2023/10/20 15:11,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,如果都不会过期我就继续用这个卡,1,2023/10/20 15:12,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,这个流量是我卡用到啥时候、,1,2023/10/20 15:12,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,啥时候都有是么,1,2023/10/20 15:12,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,别的流量都是有的呢 只要您正常使用的话,0,2023/10/20 15:13,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,http://flow.hn.189.cn/hnfx/hd/cfsf50120xy?isWx=1&clientid=qiyewxxqs,0,2023/10/20 15:13,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,点击这个链接就可以续约了哦 亲亲 比您自己充50要划算哦 充值的50立即到账 赠送的120分12个月返还 每月返您10 这个10元可以用来抵扣月租的哦,0,2023/10/20 15:13,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,因为您的这个活动到下个月就过期啦 客服这边就建议您续约的哦,0,2023/10/20 15:14,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,好的 现在就可以充么,1,2023/10/20 15:17,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,、还是等下个月,1,2023/10/20 15:17,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,现在就可以充的哦亲亲,0,2023/10/20 15:17,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,好的,1,2023/10/20 15:18,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,好的呢亲亲??,0,2023/10/20 15:18,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,你好，刚刚收到湖南电信的电话，推荐一个新出来的卡，你这边有介绍具体套餐的链接么,1,2023/12/4 17:29,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,亲亲，因人工接入需要一定时间，您可先提供您的问题、问题号码、姓名以及身份证后6位给客服，客服接入后为您处理，谢谢??(??ω??)?? （人工工作时间：9:00-21:30）,0,2023/12/4 17:30,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,亲，这边暂时没有的哦,0,2023/12/4 17:30,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,那开卡人身份证信息可以在你这边更换么,1,2023/12/4 17:31,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,亲，不可以更换的哦,0,2023/12/4 17:44,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,那个打电话的客服说可以啊，,1,2023/12/4 17:46,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,[捂脸],1,2023/12/4 17:46,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,亲，您是拿到了新卡，自己不想激活了是吧,0,2023/12/4 17:52,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,需要换人？,0,2023/12/4 17:52,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,想要给别人用,1,2023/12/4 17:52,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,所以我在问你可有链接让朋友申请,1,2023/12/4 17:53,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,我自己的不激活就好了,1,2023/12/4 17:54,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,只能您自己先激活,0,2023/12/4 17:56,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,然后过户给您的朋友就行,0,2023/12/4 17:56,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,有点麻烦，我能打电话回去让他给我发链接嘛[破涕为笑],1,2023/12/4 17:57,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,亲，只能这样哦,0,2023/12/4 18:00,624,,
wmFS0DDgAAUKOTQdBEofXiHFwp0Lkfww,17308401160,好的,1,2023/12/4 18:00,624,用户询问流量和卡的使用情况，并询问新卡的介绍和链接,服务咨询
wmFS0DDgAAKqk8Hh5W1m8nA3AmOtkByg,17308401160,【号卡不活跃提醒】【流量使用提醒】亲亲，您的数据流量剩余较多，建议尽快使用。戳进专区 https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ，领更多福利！,0,2023/11/15 18:04,625,,
wmFS0DDgAAvNi5wXOfWNseoVL9XOCi0w,17308401160,【9.9元会员权益待办理】湖南电信限时福利来啦，9.9元选购热门APP会员，爱奇艺腾讯优酷芒果bilibili咱都有！！ 快回复我发您链接查看活动详情吧,0,2023/11/15 17:39,626,,
wmFS0DDgAASPu-iOmoJomdfSoAsHw2Yw,17308401160,【活跃提醒】【福利】亲亲，3日内使用任意流量，可获赠500M流量，预计3个工作日内生效。期待您的参与，不清楚参与活动号码及详情可以咨询客服哦！登录互联网卡专区（ https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ）签到可得话费流量！,0,2023/12/4 18:44,627,,
wmFS0DDgAACLeaIbapCEkG5SOCTtLjpQ,17308401160,【活跃提醒】【流量使用提醒】亲亲，您的数据流量剩余较多，建议尽快使用。如您3天内使用，还可免费获3个月100分钟语音（限当月有效）与会员权益（优腾芒等app每月n选1，会员有效期30天），确认参与请于24小时内使用您的电信号码短信回复“293”至10001886，不清楚参与活动号码及详情可以咨询客服哦。戳进专区 https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ，领更多福利！,0,2023/11/26 17:38,628,,
wmFS0DDgAACLeaIbapCEkG5SOCTtLjpQ,17308401160,【活跃提醒】【福利】亲亲，3日内使用任意流量，可获赠500M流量，预计3个工作日内生效。期待您的参与，不清楚参与活动号码及详情可以咨询客服哦！登录互联网卡专区（ https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ）签到可得话费流量！,0,2023/12/17 12:43,628,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,"【APP会员限时10元/月】 喜马拉雅会员？有！优酷视频会员？有！网易云音乐会员？有！bilibili大会员？有！爱奇艺会员？也有！！每月10元，就能拥有价值30元的影视月会员，腾讯视频、爱奇艺、优酷、B站、芒果TV等王牌会员权益每月任选一，这个月的会员不喜欢了，下个月还能再换哦！
马上办理，立即承包你的观剧听歌片单。快快回复我给您提供办理链接吧",0,2023/9/25 18:16,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,我这个卡打电话多少钱,1,2023/11/19 12:28,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,互联网卡客服小桃子,1,2023/11/19 12:29,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,您好，请您提供下您的11位手机号码、机主姓名以及身份证后6位，客服帮您查询，谢谢！,0,2023/11/19 12:50,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,19158747317 林正利 176013,1,2023/11/19 12:51,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,您好，原套餐是39元的哦，参与存费送活动后实际支付29元的哦，每月流量是155GB，内包含了30GB定向流量，通话0.1元/分钟，接听免费。,0,2023/11/19 13:03,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,"【充50得170！】您好，参与后您的流量不变，点击链接活动入口：
http://flow.hn.189.cn/hnfx/page/goIn32?clientid=qiyewxxbg 充值成功后50元立即到账，赠送的120元是从到期次月接续赠送，每月赠送10元可以抵扣月租，您的套餐内优惠不变，需要点击链接充值(不点击链接充值无法赠送的哦）",0,2023/11/19 13:03,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,点击链接参与后每月送10元抵扣月租！,0,2023/11/19 13:03,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,现在参与后可以送您【100分钟语音时长】和【50条短信】见面礼~仅当月使用,0,2023/11/19 13:03,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,[微笑],1,2023/11/19 13:05,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,嗯嗯,0,2023/11/19 13:17,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,这个卡可以办iphone watch的蜂窝吗,1,2023/12/5 20:54,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,是19158747317这个号码吗?,0,2023/12/5 20:56,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,对的,1,2023/12/5 20:56,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,esim能办吗,1,2023/12/5 21:00,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,可以的亲亲,0,2023/12/5 21:02,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,你这边可以办吗,1,2023/12/5 21:03,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,帮我办一下,1,2023/12/5 21:03,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,苹果手表将使用苹果手机内的Watch??APP办理eSIM一号双终端业务。,0,2023/12/5 21:06,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,我的服务密码是多少,1,2023/12/5 21:44,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,你这边看得到吗,1,2023/12/5 21:44,629,,
wmFS0DDgAABcf1-TQtwVO59k5xAjDHwA,17308401160,您好 服务密码是您这边自己设置的 如果您这边没有修改过还是原始密码必须修改一次才能生效，修改需要自己操作，服务密码重置链接：http://www.189.cn/dqmh/my189/initMy189home.do?fastcode=10000299,0,2023/12/5 21:45,629,用户想了解手机卡的价格和网络服务，并寻求帮助办理,服务咨询
wmFS0DDgAAMuNwrQwYJ-tB8XETk_XQ9w,17308401160,"【号卡欠费一年提醒】尊敬的用户您好，您名下有一张湖南电信号卡已停机超过一年。 现在恢复使用可享限时大流量，超值会员等赠送优惠，历史欠费也能减免抹除。
 期待您的回复，客服这边将活动内容与您详细介绍一下！！
 （温馨提示：名下有欠费号卡会影响您的日常号卡业务办理，您有任何问题也可以向客服咨询。）",0,2023/10/26 14:40,630,,
wmFS0DDgAAMuNwrQwYJ-tB8XETk_XQ9w,17308401160,注销,1,2023/10/26 14:40,630,,
wmFS0DDgAAMuNwrQwYJ-tB8XETk_XQ9w,17308401160,19375273794?? 亲亲，方便了解下您是什么原因不想使用了吗,0,2023/10/26 14:52,630,,
wmFS0DDgAAMuNwrQwYJ-tB8XETk_XQ9w,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/1698303141082_1698303141082.png,0,2023/10/26 14:52,630,,
wmFS0DDgAA3KpQIN3KTfwT3uL__yM7hw,17308401160,【活跃提醒】【福利】亲亲，3日内使用任意流量，可获赠500M流量，预计3个工作日内生效。期待您的参与，不清楚参与活动号码及详情可以咨询客服哦！登录互联网卡专区（ https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ）签到可得话费流量！,0,2023/11/20 17:56,631,,
wmFS0DDgAAwvbtR2QkJCkOTpRE_Mt0Mw,17308401160,【号卡不活跃提醒】【流量使用提醒】亲亲，您的数据流量剩余较多，建议尽快使用。如您3天内使用，还可免费获60G通用流量（分6个月每月10G赠送，预计3个工作日内生效），确认参与请于24小时内使用您的电信号码短信回复“293”至10001886，不清楚参与活动号码及详情可以咨询客服哦。戳进专区 https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ，领更多福利！,0,2023/11/21 18:02,632,,
wmFS0DDgAAwvbtR2QkJCkOTpRE_Mt0Mw,17308401160,【活跃提醒】【流量使用提醒】亲亲，您的数据流量剩余较多，建议尽快使用。戳进专区 https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ，领更多福利！,0,2023/12/21 18:37,632,,
wmFS0DDgAA11cjgE5jMKfnCoeMbFZ1SA,17308401160,"【停机首次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！ 

1、复机后可以联系客服领取神秘礼物（流量/会员/语音） 
2、话费充值9.95折优惠 

快回复客服给您发送9.95折充值链接吧！！有任何问题也可发消息给我们，感谢您对电信业务的支持。 

（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/12/10 10:45,633,,
wmFS0DDgAA11cjgE5jMKfnCoeMbFZ1SA,17308401160,"【停机二次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！ 

1、复机后可以联系客服领取神秘礼物（流量/会员/语音） 
2、话费充值9.95折优惠 

快回复客服给您发送9.95折充值链接吧！！有任何问题也可发消息给我们，感谢您对电信业务的支持。 

（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/12/11 15:09,633,,
wmFS0DDgAA11cjgE5jMKfnCoeMbFZ1SA,17308401160,【名下号卡欠费提醒】【抹除欠费机会来了！】亲亲，您名下有一张湖南电信号卡已经很久未使用了。告诉您一个好消息，关注到您是我们的优质用户，目前充值恢复使用的话： 1、免费赠送流量/会员/语音 2、欠费金额也可以抹除哦！！！（最高80元！） 3、话费充值9.95折优惠 快回复客服给您发送9.95折充值链接吧！！,0,2023/12/13 18:15,633,,
wmFS0DDgAAIr5ZKtoQLczzT-s_kM7UUA,17308401160,这个??扣月租了吗？,1,2023/9/2 11:57,634,,
wmFS0DDgAAIr5ZKtoQLczzT-s_kM7UUA,17308401160,是的亲亲 您的号卡本月月租已经扣除了哦~,0,2023/9/2 12:13,634,,
wmFS0DDgAAIr5ZKtoQLczzT-s_kM7UUA,17308401160,您可以点击下方链接参与存费送费活动续订哦,0,2023/9/2 12:14,634,,
wmFS0DDgAAIr5ZKtoQLczzT-s_kM7UUA,17308401160,续订链接http://flow.hn.189.cn/hnfx/hd/cfsf50120xy?isWx=1&clientid=qiyewxxyanz，续订成功后和之前一样50元立即到账， 赠送的120元分12个月返还，每个月10元，返还的10元可以帮您抵扣号卡月租消费,0,2023/9/2 12:14,634,,
